Title,Body,Status,Priority,Wave,Effort,Theme,Implementation Ready,Source Kind,Source Repo,Source Ref,Source URL,Labels,Board ID
"Operationalize ""iflow渠道凭证报错"" with observability, runbook updates, and deployment safeguards.",Execution item CP2K-0803 | Source: router-for-me/CLIProxyAPI issue#669 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/669 | Implementation note: Improve error diagnostics and add actionable remediation text in CLI and docs. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,thinking-and-reasoning,yes,issue,router-for-me/CLIProxyAPI,issue#669,https://github.com/router-for-me/CLIProxyAPI/issues/669,"board-2000,theme:thinking-and-reasoning,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0803
"Extend docs for ""Filter OTLP telemetry from Amp VS Code hitting /api/otel/v1/metrics"" with quickstart snippets and troubleshooting decision trees.",Execution item CP2K-0806 | Source: router-for-me/CLIProxyAPI issue#660 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/660 | Implementation note: Add staged rollout controls (feature flags) with safe defaults and migration notes. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,oauth-and-authentication,yes,issue,router-for-me/CLIProxyAPI,issue#660,https://github.com/router-for-me/CLIProxyAPI/issues/660,"board-2000,theme:oauth-and-authentication,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0806
"Add robust stream/non-stream parity tests for ""Handle OpenAI Responses-format payloads hitting /v1/chat/completions"" across supported providers.",Execution item CP2K-0807 | Source: router-for-me/CLIProxyAPI issue#659 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/659 | Implementation note: Harden edge-case parsing for stream and non-stream payload variants. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,responses-and-chat-compat,yes,issue,router-for-me/CLIProxyAPI,issue#659,https://github.com/router-for-me/CLIProxyAPI/issues/659,"board-2000,theme:responses-and-chat-compat,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0807
"Improve CLI UX around ""get error when tools call in jetbrains ai assistant with openai BYOK"" with clearer commands, flags, and immediate validation feedback.",Execution item CP2K-0815 | Source: router-for-me/CLIProxyAPI issue#639 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/639 | Implementation note: Instrument structured logs/metrics around request normalize->translate->dispatch lifecycle. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,responses-and-chat-compat,yes,issue,router-for-me/CLIProxyAPI,issue#639,https://github.com/router-for-me/CLIProxyAPI/issues/639,"board-2000,theme:responses-and-chat-compat,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0815
"Create or refresh provider quickstart derived from ""[Bug] OAuth tokens have insufficient scopes for Gemini/Antigravity API - 401 ""Invalid API key"""" with setup/auth/model/sanity-check flow.",Execution item CP2K-0816 | Source: router-for-me/CLIProxyAPI issue#637 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/637 | Implementation note: Add staged rollout controls (feature flags) with safe defaults and migration notes. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,docs-quickstarts,yes,issue,router-for-me/CLIProxyAPI,issue#637,https://github.com/router-for-me/CLIProxyAPI/issues/637,"board-2000,theme:docs-quickstarts,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0816
"Refactor internals touched by ""Spam about server clients and configuration updated"" to reduce coupling and improve maintainability.",Execution item CP2K-0818 | Source: router-for-me/CLIProxyAPI issue#635 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/635 | Implementation note: Benchmark p50/p95 latency and memory; reject regressions in CI quality gate. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,provider-model-registry,yes,issue,router-for-me/CLIProxyAPI,issue#635,https://github.com/router-for-me/CLIProxyAPI/issues/635,"board-2000,theme:provider-model-registry,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0818
"Follow up ""[Feature Request] Add support for AWS Bedrock API"" by closing compatibility gaps and locking in regression coverage.",Execution item CP2K-0821 | Source: router-for-me/CLIProxyAPI issue#626 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/626 | Implementation note: Implement compatibility-preserving normalization path with explicit fallback behavior and telemetry. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,provider-model-registry,yes,issue,router-for-me/CLIProxyAPI,issue#626,https://github.com/router-for-me/CLIProxyAPI/issues/626,"board-2000,theme:provider-model-registry,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0821
"Operationalize """"Requested entity was not found"" for Gemini 3"" with observability, runbook updates, and deployment safeguards.",Execution item CP2K-0823 | Source: router-for-me/CLIProxyAPI issue#620 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/620 | Implementation note: Improve error diagnostics and add actionable remediation text in CLI and docs. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,provider-model-registry,yes,issue,router-for-me/CLIProxyAPI,issue#620,https://github.com/router-for-me/CLIProxyAPI/issues/620,"board-2000,theme:provider-model-registry,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0823
"Improve CLI UX around ""Management routes (threads, user, auth) fail with 401/402 because proxy strips client auth and injects provider-only credentials"" with clearer commands, flags, and immediate validation feedback.",Execution item CP2K-0825 | Source: router-for-me/CLIProxyAPI issue#614 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/614 | Implementation note: Instrument structured logs/metrics around request normalize->translate->dispatch lifecycle. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,thinking-and-reasoning,yes,issue,router-for-me/CLIProxyAPI,issue#614,https://github.com/router-for-me/CLIProxyAPI/issues/614,"board-2000,theme:thinking-and-reasoning,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0825
"Extend docs for ""Amp client fails with ""unexpected EOF"" when creating large files, while OpenAI-compatible clients succeed"" with quickstart snippets and troubleshooting decision trees.",Execution item CP2K-0826 | Source: router-for-me/CLIProxyAPI issue#613 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/613 | Implementation note: Add staged rollout controls (feature flags) with safe defaults and migration notes. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,responses-and-chat-compat,yes,issue,router-for-me/CLIProxyAPI,issue#613,https://github.com/router-for-me/CLIProxyAPI/issues/613,"board-2000,theme:responses-and-chat-compat,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0826
"Harden ""[Bug] gpt-5.1-codex models return 400 error (no body) while other OpenAI models succeed"" with stricter validation, safer defaults, and explicit fallback semantics.",Execution item CP2K-0832 | Source: router-for-me/CLIProxyAPI issue#600 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/600 | Implementation note: Add failing-before/failing-after regression tests and update golden fixtures for each supported provider. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,responses-and-chat-compat,yes,issue,router-for-me/CLIProxyAPI,issue#600,https://github.com/router-for-me/CLIProxyAPI/issues/600,"board-2000,theme:responses-and-chat-compat,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0832
"Create or refresh provider quickstart derived from ""调用deepseek-chat报错"" with setup/auth/model/sanity-check flow.",Execution item CP2K-0833 | Source: router-for-me/CLIProxyAPI issue#599 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/599 | Implementation note: Improve error diagnostics and add actionable remediation text in CLI and docs. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,docs-quickstarts,yes,issue,router-for-me/CLIProxyAPI,issue#599,https://github.com/router-for-me/CLIProxyAPI/issues/599,"board-2000,theme:docs-quickstarts,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0833
"Add robust stream/non-stream parity tests for ""[Bug] Antigravity prompt caching broken by random sessionId per request"" across supported providers.",Execution item CP2K-0837 | Source: router-for-me/CLIProxyAPI issue#592 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/592 | Implementation note: Harden edge-case parsing for stream and non-stream payload variants. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,provider-model-registry,yes,issue,router-for-me/CLIProxyAPI,issue#592,https://github.com/router-for-me/CLIProxyAPI/issues/592,"board-2000,theme:provider-model-registry,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0837
"Refactor internals touched by ""Important Security & Integrity Alert regarding @Eric Tech"" to reduce coupling and improve maintainability.",Execution item CP2K-0838 | Source: router-for-me/CLIProxyAPI issue#591 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/591 | Implementation note: Benchmark p50/p95 latency and memory; reject regressions in CI quality gate. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,websocket-and-streaming,yes,issue,router-for-me/CLIProxyAPI,issue#591,https://github.com/router-for-me/CLIProxyAPI/issues/591,"board-2000,theme:websocket-and-streaming,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0838
"Prepare safe rollout for ""[Bug] Models from Codex (openai) are not accessible when Copilot is added"" via flags, migration docs, and backward-compat tests.",Execution item CP2K-0839 | Source: router-for-me/CLIProxyAPI issue#590 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/590 | Implementation note: Expand quickstart and troubleshooting docs with copy-paste examples and expected outputs. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,provider-model-registry,yes,issue,router-for-me/CLIProxyAPI,issue#590,https://github.com/router-for-me/CLIProxyAPI/issues/590,"board-2000,theme:provider-model-registry,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0839
"Harden ""github copilot problem"" with stricter validation, safer defaults, and explicit fallback semantics.",Execution item CP2K-0842 | Source: router-for-me/CLIProxyAPI issue#578 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/578 | Implementation note: Add failing-before/failing-after regression tests and update golden fixtures for each supported provider. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,responses-and-chat-compat,yes,issue,router-for-me/CLIProxyAPI,issue#578,https://github.com/router-for-me/CLIProxyAPI/issues/578,"board-2000,theme:responses-and-chat-compat,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0842
"Operationalize ""amp使用时日志频繁出现下面报错"" with observability, runbook updates, and deployment safeguards.",Execution item CP2K-0843 | Source: router-for-me/CLIProxyAPI issue#576 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/576 | Implementation note: Improve error diagnostics and add actionable remediation text in CLI and docs. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,websocket-and-streaming,yes,issue,router-for-me/CLIProxyAPI,issue#576,https://github.com/router-for-me/CLIProxyAPI/issues/576,"board-2000,theme:websocket-and-streaming,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0843
"Extend docs for ""Qwen CLI often stops working before finishing the task"" with quickstart snippets and troubleshooting decision trees.",Execution item CP2K-0846 | Source: router-for-me/CLIProxyAPI issue#567 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/567 | Implementation note: Add staged rollout controls (feature flags) with safe defaults and migration notes. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,responses-and-chat-compat,yes,issue,router-for-me/CLIProxyAPI,issue#567,https://github.com/router-for-me/CLIProxyAPI/issues/567,"board-2000,theme:responses-and-chat-compat,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0846
"Add robust stream/non-stream parity tests for ""gemini cli接入后，可以正常调用所属大模型；Antigravity通过OAuth成功认证接入后，无法调用所属的模型"" across supported providers.",Execution item CP2K-0847 | Source: router-for-me/CLIProxyAPI issue#566 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/566 | Implementation note: Harden edge-case parsing for stream and non-stream payload variants. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,oauth-and-authentication,yes,issue,router-for-me/CLIProxyAPI,issue#566,https://github.com/router-for-me/CLIProxyAPI/issues/566,"board-2000,theme:oauth-and-authentication,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0847
"Prepare safe rollout for ""fix(translator): emit message_start on first chunk regardless of role field"" via flags, migration docs, and backward-compat tests.",Execution item CP2K-0849 | Source: router-for-me/CLIProxyAPI issue#563 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/563 | Implementation note: Expand quickstart and troubleshooting docs with copy-paste examples and expected outputs. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,responses-and-chat-compat,yes,issue,router-for-me/CLIProxyAPI,issue#563,https://github.com/router-for-me/CLIProxyAPI/issues/563,"board-2000,theme:responses-and-chat-compat,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0849
"Create or refresh provider quickstart derived from ""Bug: OpenAI→Anthropic streaming translation fails with tool calls - missing message_start"" with setup/auth/model/sanity-check flow.","Execution item CP2K-0850 | Source: router-for-me/CLIProxyAPI issue#561 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/561 | Implementation note: Add contract tests for malformed payloads, missing fields, and legacy/new mixed parameters. | Tracking rule: keep source->solution mapping and update Status as work progresses.",proposed,P1,wave-1,S,docs-quickstarts,yes,issue,router-for-me/CLIProxyAPI,issue#561,https://github.com/router-for-me/CLIProxyAPI/issues/561,"board-2000,theme:docs-quickstarts,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0850
"Operationalize ""Bug: AmpCode login routes incorrectly require API key authentication since v6.6.15"" with observability, runbook updates, and deployment safeguards.",Execution item CP2K-0853 | Source: router-for-me/CLIProxyAPI issue#554 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/554 | Implementation note: Improve error diagnostics and add actionable remediation text in CLI and docs. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,oauth-and-authentication,yes,issue,router-for-me/CLIProxyAPI,issue#554,https://github.com/router-for-me/CLIProxyAPI/issues/554,"board-2000,theme:oauth-and-authentication,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0853
"Generalize ""Github Copilot"" into provider-agnostic translation/utilities to reduce duplicate logic.",Execution item CP2K-0854 | Source: router-for-me/CLIProxyAPI issue#551 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/551 | Implementation note: Refactor translation layer to isolate provider transform logic from transport concerns. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,responses-and-chat-compat,yes,issue,router-for-me/CLIProxyAPI,issue#551,https://github.com/router-for-me/CLIProxyAPI/issues/551,"board-2000,theme:responses-and-chat-compat,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0854
"Extend docs for ""Antigravity has no gemini-2.5-pro"" with quickstart snippets and troubleshooting decision trees.",Execution item CP2K-0856 | Source: router-for-me/CLIProxyAPI issue#548 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/548 | Implementation note: Add staged rollout controls (feature flags) with safe defaults and migration notes. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,responses-and-chat-compat,yes,issue,router-for-me/CLIProxyAPI,issue#548,https://github.com/router-for-me/CLIProxyAPI/issues/548,"board-2000,theme:responses-and-chat-compat,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0856
"Refactor internals touched by ""The token file was not generated."" to reduce coupling and improve maintainability.",Execution item CP2K-0858 | Source: router-for-me/CLIProxyAPI issue#544 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/544 | Implementation note: Benchmark p50/p95 latency and memory; reject regressions in CI quality gate. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,thinking-and-reasoning,yes,issue,router-for-me/CLIProxyAPI,issue#544,https://github.com/router-for-me/CLIProxyAPI/issues/544,"board-2000,theme:thinking-and-reasoning,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0858
"Standardize naming/metadata affected by ""Bug: Codex→Claude SSE content_block.index collisions break Claude clients"" across both repos and docs.","Execution item CP2K-0860 | Source: router-for-me/CLIProxyAPI issue#539 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/539 | Implementation note: Add contract tests for malformed payloads, missing fields, and legacy/new mixed parameters. | Tracking rule: keep source->solution mapping and update Status as work progresses.",proposed,P1,wave-1,S,thinking-and-reasoning,yes,issue,router-for-me/CLIProxyAPI,issue#539,https://github.com/router-for-me/CLIProxyAPI/issues/539,"board-2000,theme:thinking-and-reasoning,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0860
"Operationalize ""Feature: Add copilot-unlimited-mode config for copilot-api compatibility"" with observability, runbook updates, and deployment safeguards.",Execution item CP2K-0863 | Source: router-for-me/CLIProxyAPI issue#532 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/532 | Implementation note: Improve error diagnostics and add actionable remediation text in CLI and docs. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,responses-and-chat-compat,yes,issue,router-for-me/CLIProxyAPI,issue#532,https://github.com/router-for-me/CLIProxyAPI/issues/532,"board-2000,theme:responses-and-chat-compat,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0863
"Generalize ""Bug: content_block_start sent before message_start in OpenAI→Anthropic translation"" into provider-agnostic translation/utilities to reduce duplicate logic.",Execution item CP2K-0864 | Source: router-for-me/CLIProxyAPI issue#530 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/530 | Implementation note: Refactor translation layer to isolate provider transform logic from transport concerns. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,thinking-and-reasoning,yes,issue,router-for-me/CLIProxyAPI,issue#530,https://github.com/router-for-me/CLIProxyAPI/issues/530,"board-2000,theme:thinking-and-reasoning,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0864
"Improve CLI UX around ""CLIProxyAPI，通过gemini cli来实现对gemini-2.5-pro的调用，如果遇到输出长度在上万字的情况，总是遇到429错误"" with clearer commands, flags, and immediate validation feedback.",Execution item CP2K-0865 | Source: router-for-me/CLIProxyAPI issue#518 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/518 | Implementation note: Instrument structured logs/metrics around request normalize->translate->dispatch lifecycle. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,websocket-and-streaming,yes,issue,router-for-me/CLIProxyAPI,issue#518,https://github.com/router-for-me/CLIProxyAPI/issues/518,"board-2000,theme:websocket-and-streaming,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0865
"Extend docs for ""Antigravity Error 400"" with quickstart snippets and troubleshooting decision trees.",Execution item CP2K-0866 | Source: router-for-me/CLIProxyAPI issue#517 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/517 | Implementation note: Add staged rollout controls (feature flags) with safe defaults and migration notes. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,thinking-and-reasoning,yes,issue,router-for-me/CLIProxyAPI,issue#517,https://github.com/router-for-me/CLIProxyAPI/issues/517,"board-2000,theme:thinking-and-reasoning,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0866
"Create or refresh provider quickstart derived from ""Add AiStudio error"" with setup/auth/model/sanity-check flow.",Execution item CP2K-0867 | Source: router-for-me/CLIProxyAPI issue#513 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/513 | Implementation note: Harden edge-case parsing for stream and non-stream payload variants. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,docs-quickstarts,yes,issue,router-for-me/CLIProxyAPI,issue#513,https://github.com/router-for-me/CLIProxyAPI/issues/513,"board-2000,theme:docs-quickstarts,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0867
"Refactor internals touched by ""Claude Code with Antigravity gemini-claude-sonnet-4-5-thinking error: Extra inputs are not permitted"" to reduce coupling and improve maintainability.",Execution item CP2K-0868 | Source: router-for-me/CLIProxyAPI issue#512 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/512 | Implementation note: Benchmark p50/p95 latency and memory; reject regressions in CI quality gate. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,thinking-and-reasoning,yes,issue,router-for-me/CLIProxyAPI,issue#512,https://github.com/router-for-me/CLIProxyAPI/issues/512,"board-2000,theme:thinking-and-reasoning,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0868
"Follow up ""GET /v1/models does not expose model capabilities (e.g. gpt-5.2 supports (xhigh) but cannot be discovered)"" by closing compatibility gaps and locking in regression coverage.",Execution item CP2K-0871 | Source: router-for-me/CLIProxyAPI issue#508 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/508 | Implementation note: Implement compatibility-preserving normalization path with explicit fallback behavior and telemetry. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,thinking-and-reasoning,yes,issue,router-for-me/CLIProxyAPI,issue#508,https://github.com/router-for-me/CLIProxyAPI/issues/508,"board-2000,theme:thinking-and-reasoning,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0871
"Extend docs for ""gpt5.2 cherry 报错"" with quickstart snippets and troubleshooting decision trees.",Execution item CP2K-0876 | Source: router-for-me/CLIProxyAPI issue#496 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/496 | Implementation note: Add staged rollout controls (feature flags) with safe defaults and migration notes. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,thinking-and-reasoning,yes,issue,router-for-me/CLIProxyAPI,issue#496,https://github.com/router-for-me/CLIProxyAPI/issues/496,"board-2000,theme:thinking-and-reasoning,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0876
"Create or refresh provider quickstart derived from ""How to configure thinking for Claude and Codex?"" with setup/auth/model/sanity-check flow.",Execution item CP2K-0884 | Source: router-for-me/CLIProxyAPI issue#483 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/483 | Implementation note: Refactor translation layer to isolate provider transform logic from transport concerns. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,docs-quickstarts,yes,issue,router-for-me/CLIProxyAPI,issue#483,https://github.com/router-for-me/CLIProxyAPI/issues/483,"board-2000,theme:docs-quickstarts,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0884
"Extend docs for ""CLIProxyAPI配置 Gemini CLI最后一步失败：Google账号权限设置不够"" with quickstart snippets and troubleshooting decision trees.",Execution item CP2K-0886 | Source: router-for-me/CLIProxyAPI issue#480 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/480 | Implementation note: Add staged rollout controls (feature flags) with safe defaults and migration notes. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,thinking-and-reasoning,yes,issue,router-for-me/CLIProxyAPI,issue#480,https://github.com/router-for-me/CLIProxyAPI/issues/480,"board-2000,theme:thinking-and-reasoning,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0886
"Standardize naming/metadata affected by ""fix(translator): skip empty functionResponse in OpenAI-to-Antigravity path"" across both repos and docs.","Execution item CP2K-0890 | Source: router-for-me/CLIProxyAPI issue#475 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/475 | Implementation note: Add contract tests for malformed payloads, missing fields, and legacy/new mixed parameters. | Tracking rule: keep source->solution mapping and update Status as work progresses.",proposed,P1,wave-1,S,thinking-and-reasoning,yes,issue,router-for-me/CLIProxyAPI,issue#475,https://github.com/router-for-me/CLIProxyAPI/issues/475,"board-2000,theme:thinking-and-reasoning,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0890
"Harden ""fix(translator): preserve tool_use blocks on args parse failure"" with stricter validation, safer defaults, and explicit fallback semantics.",Execution item CP2K-0892 | Source: router-for-me/CLIProxyAPI issue#471 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/471 | Implementation note: Add failing-before/failing-after regression tests and update golden fixtures for each supported provider. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,responses-and-chat-compat,yes,issue,router-for-me/CLIProxyAPI,issue#471,https://github.com/router-for-me/CLIProxyAPI/issues/471,"board-2000,theme:responses-and-chat-compat,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0892
"Improve CLI UX around ""Streaming fails for ""preview"" and ""thinking"" models (response is buffered)"" with clearer commands, flags, and immediate validation feedback.",Execution item CP2K-0895 | Source: router-for-me/CLIProxyAPI issue#460 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/460 | Implementation note: Instrument structured logs/metrics around request normalize->translate->dispatch lifecycle. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,thinking-and-reasoning,yes,issue,router-for-me/CLIProxyAPI,issue#460,https://github.com/router-for-me/CLIProxyAPI/issues/460,"board-2000,theme:thinking-and-reasoning,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0895
"Extend docs for ""failed to unmarshal function response: invalid character 'm' looking for beginning of value on droid"" with quickstart snippets and troubleshooting decision trees.",Execution item CP2K-0896 | Source: router-for-me/CLIProxyAPI issue#451 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/451 | Implementation note: Add staged rollout controls (feature flags) with safe defaults and migration notes. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,responses-and-chat-compat,yes,issue,router-for-me/CLIProxyAPI,issue#451,https://github.com/router-for-me/CLIProxyAPI/issues/451,"board-2000,theme:responses-and-chat-compat,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0896
"Refactor internals touched by ""[Suggestion] Add ingress rate limiting and 403 circuit breaker for /v1/messages"" to reduce coupling and improve maintainability.",Execution item CP2K-0898 | Source: router-for-me/CLIProxyAPI issue#443 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/443 | Implementation note: Benchmark p50/p95 latency and memory; reject regressions in CI quality gate. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,responses-and-chat-compat,yes,issue,router-for-me/CLIProxyAPI,issue#443,https://github.com/router-for-me/CLIProxyAPI/issues/443,"board-2000,theme:responses-and-chat-compat,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0898
"Standardize naming/metadata affected by ""【BUG】Infinite loop on startup if an auth file is removed (Windows)"" across both repos and docs.","Execution item CP2K-0900 | Source: router-for-me/CLIProxyAPI issue#440 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/440 | Implementation note: Add contract tests for malformed payloads, missing fields, and legacy/new mixed parameters. | Tracking rule: keep source->solution mapping and update Status as work progresses.",proposed,P1,wave-1,S,oauth-and-authentication,yes,issue,router-for-me/CLIProxyAPI,issue#440,https://github.com/router-for-me/CLIProxyAPI/issues/440,"board-2000,theme:oauth-and-authentication,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0900
"Create or refresh provider quickstart derived from ""can I use models of droid in Claude Code?"" with setup/auth/model/sanity-check flow.",Execution item CP2K-0901 | Source: router-for-me/CLIProxyAPI issue#438 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/438 | Implementation note: Implement compatibility-preserving normalization path with explicit fallback behavior and telemetry. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,docs-quickstarts,yes,issue,router-for-me/CLIProxyAPI,issue#438,https://github.com/router-for-me/CLIProxyAPI/issues/438,"board-2000,theme:docs-quickstarts,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0901
