id,theme,title,priority,effort,wave,status,implementation_ready,source_kind,source_repo,source_ref,source_url,implementation_note
CP2K-0104,thinking-and-reasoning,"Generalize ""fix(antigravity): add warn-level logging to silent failure paths in FetchAntigravityModels"" into provider-agnostic translation/utilities to reduce duplicate logic.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#228,https://github.com/router-for-me/CLIProxyAPIPlus/pull/228,Refactor translation layer to isolate provider transform logic from transport concerns.
CP2K-0106,responses-and-chat-compat,"Extend docs for ""refactor(kiro): Kiro Web Search Logic & Executor Alignment"" with quickstart snippets and troubleshooting decision trees.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#226,https://github.com/router-for-me/CLIProxyAPIPlus/pull/226,Add staged rollout controls (feature flags) with safe defaults and migration notes.
CP2K-0108,responses-and-chat-compat,"Refactor internals touched by ""fix(kiro): prepend placeholder user message when conversation starts with assistant role"" to reduce coupling and improve maintainability.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#224,https://github.com/router-for-me/CLIProxyAPIPlus/pull/224,Benchmark p50/p95 latency and memory; reject regressions in CI quality gate.
CP2K-0109,responses-and-chat-compat,"Prepare safe rollout for ""fix(kiro): prepend placeholder user message when conversation starts with assistant role"" via flags, migration docs, and backward-compat tests.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#223,https://github.com/router-for-me/CLIProxyAPIPlus/pull/223,Expand quickstart and troubleshooting docs with copy-paste examples and expected outputs.
CP2K-0113,thinking-and-reasoning,"Operationalize ""fix(auth): strip model suffix in GitHub Copilot executor before upstream call"" with observability, runbook updates, and deployment safeguards.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#214,https://github.com/router-for-me/CLIProxyAPIPlus/pull/214,Improve error diagnostics and add actionable remediation text in CLI and docs.
CP2K-0114,go-cli-extraction,"Port relevant thegent-managed behavior implied by ""fix(kiro): filter orphaned tool_results from compacted conversations"" into cliproxy Go CLI commands and interactive setup.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#212,https://github.com/router-for-me/CLIProxyAPIPlus/pull/212,Refactor translation layer to isolate provider transform logic from transport concerns.
CP2K-0115,integration-api-bindings,"Design non-subprocess integration contract related to ""fix(kiro): fully implement Kiro web search tool via MCP integration"" with Go bindings primary and API fallback.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#211,https://github.com/router-for-me/CLIProxyAPIPlus/pull/211,Instrument structured logs/metrics around request normalize->translate->dispatch lifecycle.
CP2K-0116,dev-runtime-refresh,"Add process-compose/HMR refresh workflow linked to ""feat(config): add default Kiro model aliases for standard Claude model names"" for deterministic local runtime reload.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#209,https://github.com/router-for-me/CLIProxyAPIPlus/pull/209,Add staged rollout controls (feature flags) with safe defaults and migration notes.
CP2K-0118,responses-and-chat-compat,"Refactor internals touched by ""fix(translator): fix nullable type arrays breaking Gemini/Antigravity API"" to reduce coupling and improve maintainability.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#205,https://github.com/router-for-me/CLIProxyAPIPlus/pull/205,Benchmark p50/p95 latency and memory; reject regressions in CI quality gate.
CP2K-0119,docs-quickstarts,"Create or refresh provider quickstart derived from ""v6.8.7"" with setup/auth/model/sanity-check flow.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#204,https://github.com/router-for-me/CLIProxyAPIPlus/pull/204,Expand quickstart and troubleshooting docs with copy-paste examples and expected outputs.
CP2K-0121,provider-model-registry,"Follow up ""feat: add Claude Opus 4.6 to GitHub Copilot models"" by closing compatibility gaps and locking in regression coverage.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#199,https://github.com/router-for-me/CLIProxyAPIPlus/pull/199,Implement compatibility-preserving normalization path with explicit fallback behavior and telemetry.
CP2K-0124,responses-and-chat-compat,"Generalize ""fix: replace assistant placeholder text to prevent model parroting"" into provider-agnostic translation/utilities to reduce duplicate logic.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#194,https://github.com/router-for-me/CLIProxyAPIPlus/pull/194,Refactor translation layer to isolate provider transform logic from transport concerns.
CP2K-0125,oauth-and-authentication,"Improve CLI UX around ""Add management OAuth quota endpoints"" with clearer commands, flags, and immediate validation feedback.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#193,https://github.com/router-for-me/CLIProxyAPIPlus/pull/193,Instrument structured logs/metrics around request normalize->translate->dispatch lifecycle.
CP2K-0127,websocket-and-streaming,"Add robust stream/non-stream parity tests for ""feat(kiro): add contextUsageEvent handler"" across supported providers.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#191,https://github.com/router-for-me/CLIProxyAPIPlus/pull/191,Harden edge-case parsing for stream and non-stream payload variants.
CP2K-0130,responses-and-chat-compat,"Standardize naming/metadata affected by ""Codex executor: bump client headers for GPT-5.3 compatibility"" across both repos and docs.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#188,https://github.com/router-for-me/CLIProxyAPIPlus/pull/188,"Add contract tests for malformed payloads, missing fields, and legacy/new mixed parameters."
CP2K-0131,thinking-and-reasoning,"Follow up ""Fix Codex gpt-5.3-codex routing by normalizing backend model"" by closing compatibility gaps and locking in regression coverage.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#187,https://github.com/router-for-me/CLIProxyAPIPlus/pull/187,Implement compatibility-preserving normalization path with explicit fallback behavior and telemetry.
CP2K-0133,go-cli-extraction,"Port relevant thegent-managed behavior implied by ""v6.7.48"" into cliproxy Go CLI commands and interactive setup.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#185,https://github.com/router-for-me/CLIProxyAPIPlus/pull/185,Improve error diagnostics and add actionable remediation text in CLI and docs.
CP2K-0135,thinking-and-reasoning,"Improve CLI UX around ""Add Kimi (Moonshot AI) provider support"" with clearer commands, flags, and immediate validation feedback.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#182,https://github.com/router-for-me/CLIProxyAPIPlus/pull/182,Instrument structured logs/metrics around request normalize->translate->dispatch lifecycle.
CP2K-0136,docs-quickstarts,"Create or refresh provider quickstart derived from ""fix(kiro): handle tool_use in content array for compaction requests"" with setup/auth/model/sanity-check flow.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#181,https://github.com/router-for-me/CLIProxyAPIPlus/pull/181,Add staged rollout controls (feature flags) with safe defaults and migration notes.
CP2K-0137,thinking-and-reasoning,"Add robust stream/non-stream parity tests for ""Add Kimi (Moonshot AI) provider support"" across supported providers.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#180,https://github.com/router-for-me/CLIProxyAPIPlus/pull/180,Harden edge-case parsing for stream and non-stream payload variants.
CP2K-0138,integration-api-bindings,"Design non-subprocess integration contract related to ""v6.7.45"" with Go bindings primary and API fallback.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#176,https://github.com/router-for-me/CLIProxyAPIPlus/pull/176,Benchmark p50/p95 latency and memory; reject regressions in CI quality gate.
CP2K-0139,responses-and-chat-compat,"Prepare safe rollout for ""fix(kiro): Rework JSON Truncation Handling with SOFT_LIMIT_REACHED"" via flags, migration docs, and backward-compat tests.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#175,https://github.com/router-for-me/CLIProxyAPIPlus/pull/175,Expand quickstart and troubleshooting docs with copy-paste examples and expected outputs.
CP2K-0141,provider-model-registry,"Follow up ""修复：docker镜像上传时用户名使用变量并增加手动构建，修复OAuth 排除列表与OAuth 模型别名中kiro无法获取模型问题"" by closing compatibility gaps and locking in regression coverage.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#173,https://github.com/router-for-me/CLIProxyAPIPlus/pull/173,Implement compatibility-preserving normalization path with explicit fallback behavior and telemetry.
CP2K-0142,thinking-and-reasoning,"Harden ""fix(kiro): prioritize email for filename to prevent collisions"" with stricter validation, safer defaults, and explicit fallback semantics.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#172,https://github.com/router-for-me/CLIProxyAPIPlus/pull/172,Add failing-before/failing-after regression tests and update golden fixtures for each supported provider.
CP2K-0144,oauth-and-authentication,"Generalize ""fix(logging): expand tilde in auth-dir path for log directory"" into provider-agnostic translation/utilities to reduce duplicate logic.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#168,https://github.com/router-for-me/CLIProxyAPIPlus/pull/168,Refactor translation layer to isolate provider transform logic from transport concerns.
CP2K-0145,dev-runtime-refresh,"Add process-compose/HMR refresh workflow linked to ""fix: add copilot- prefix to GitHub Copilot model IDs to prevent naming collisions"" for deterministic local runtime reload.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#167,https://github.com/router-for-me/CLIProxyAPIPlus/pull/167,Instrument structured logs/metrics around request normalize->translate->dispatch lifecycle.
CP2K-0146,provider-model-registry,"Extend docs for ""feat: add .air.toml configuration file and update .gitignore for build artifacts"" with quickstart snippets and troubleshooting decision trees.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#166,https://github.com/router-for-me/CLIProxyAPIPlus/pull/166,Add staged rollout controls (feature flags) with safe defaults and migration notes.
CP2K-0149,responses-and-chat-compat,"Prepare safe rollout for ""fix(kiro): filter web search tool"" via flags, migration docs, and backward-compat tests.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#159,https://github.com/router-for-me/CLIProxyAPIPlus/pull/159,Expand quickstart and troubleshooting docs with copy-paste examples and expected outputs.
CP2K-0150,thinking-and-reasoning,"Standardize naming/metadata affected by ""fix(kiro): Support token extraction from Metadata for file-based authentication"" across both repos and docs.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#157,https://github.com/router-for-me/CLIProxyAPIPlus/pull/157,"Add contract tests for malformed payloads, missing fields, and legacy/new mixed parameters."
CP2K-0151,thinking-and-reasoning,"Follow up ""fix(kiro): Do not use OIDC region for API endpoint"" by closing compatibility gaps and locking in regression coverage.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#156,https://github.com/router-for-me/CLIProxyAPIPlus/pull/156,Implement compatibility-preserving normalization path with explicit fallback behavior and telemetry.
CP2K-0152,go-cli-extraction,"Port relevant thegent-managed behavior implied by ""feat(kiro): switch to Amazon Q endpoint as primary"" into cliproxy Go CLI commands and interactive setup.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#155,https://github.com/router-for-me/CLIProxyAPIPlus/pull/155,Add failing-before/failing-after regression tests and update golden fixtures for each supported provider.
CP2K-0153,docs-quickstarts,"Create or refresh provider quickstart derived from ""v6.7.32"" with setup/auth/model/sanity-check flow.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#154,https://github.com/router-for-me/CLIProxyAPIPlus/pull/154,Improve error diagnostics and add actionable remediation text in CLI and docs.
CP2K-0155,thinking-and-reasoning,"Improve CLI UX around ""feat(kiro): Add dynamic region support for API endpoints"" with clearer commands, flags, and immediate validation feedback.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#152,https://github.com/router-for-me/CLIProxyAPIPlus/pull/152,Instrument structured logs/metrics around request normalize->translate->dispatch lifecycle.
CP2K-0156,thinking-and-reasoning,"Extend docs for ""fix: Use Firefox TLS fingerprint for Claude OAuth to bypass Cloudflare"" with quickstart snippets and troubleshooting decision trees.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#151,https://github.com/router-for-me/CLIProxyAPIPlus/pull/151,Add staged rollout controls (feature flags) with safe defaults and migration notes.
CP2K-0157,responses-and-chat-compat,"Add robust stream/non-stream parity tests for ""fix: handle Write tool truncation when content exceeds API limits"" across supported providers.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#150,https://github.com/router-for-me/CLIProxyAPIPlus/pull/150,Harden edge-case parsing for stream and non-stream payload variants.
CP2K-0158,thinking-and-reasoning,"Refactor internals touched by ""fix: explicitly check built-in tool types to prevent proxy_ prefix"" to reduce coupling and improve maintainability.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#148,https://github.com/router-for-me/CLIProxyAPIPlus/pull/148,Benchmark p50/p95 latency and memory; reject regressions in CI quality gate.
CP2K-0159,thinking-and-reasoning,"Prepare safe rollout for ""fix: handle zero output_tokens for kiro non-streaming requests"" via flags, migration docs, and backward-compat tests.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#144,https://github.com/router-for-me/CLIProxyAPIPlus/pull/144,Expand quickstart and troubleshooting docs with copy-paste examples and expected outputs.
CP2K-0161,integration-api-bindings,"Design non-subprocess integration contract related to ""fix: support github-copilot provider in AccountInfo logging"" with Go bindings primary and API fallback.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#140,https://github.com/router-for-me/CLIProxyAPIPlus/pull/140,Implement compatibility-preserving normalization path with explicit fallback behavior and telemetry.
CP2K-0164,thinking-and-reasoning,"Generalize ""fix: case-insensitive auth_method comparison for IDC tokens"" into provider-agnostic translation/utilities to reduce duplicate logic.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#137,https://github.com/router-for-me/CLIProxyAPIPlus/pull/137,Refactor translation layer to isolate provider transform logic from transport concerns.
CP2K-0168,oauth-and-authentication,"Refactor internals touched by ""Bien/validate auth files"" to reduce coupling and improve maintainability.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#127,https://github.com/router-for-me/CLIProxyAPIPlus/pull/127,Benchmark p50/p95 latency and memory; reject regressions in CI quality gate.
CP2K-0170,docs-quickstarts,"Create or refresh provider quickstart derived from ""fix(kiro): always attempt token refresh on 401 before checking retry …"" with setup/auth/model/sanity-check flow.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#124,https://github.com/router-for-me/CLIProxyAPIPlus/pull/124,"Add contract tests for malformed payloads, missing fields, and legacy/new mixed parameters."
CP2K-0171,go-cli-extraction,"Port relevant thegent-managed behavior implied by ""v6.7.20"" into cliproxy Go CLI commands and interactive setup.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#123,https://github.com/router-for-me/CLIProxyAPIPlus/pull/123,Implement compatibility-preserving normalization path with explicit fallback behavior and telemetry.
CP2K-0173,thinking-and-reasoning,"Operationalize ""fix(auth): normalize Kiro authMethod to lowercase on token import"" with observability, runbook updates, and deployment safeguards.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#120,https://github.com/router-for-me/CLIProxyAPIPlus/pull/120,Improve error diagnostics and add actionable remediation text in CLI and docs.
CP2K-0174,dev-runtime-refresh,"Add process-compose/HMR refresh workflow linked to ""支持Kiro sso idc"" for deterministic local runtime reload.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#119,https://github.com/router-for-me/CLIProxyAPIPlus/pull/119,Refactor translation layer to isolate provider transform logic from transport concerns.
CP2K-0182,responses-and-chat-compat,"Harden ""fix(codex): drop unsupported responses metadata"" with stricter validation, safer defaults, and explicit fallback semantics.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#106,https://github.com/router-for-me/CLIProxyAPIPlus/pull/106,Add failing-before/failing-after regression tests and update golden fixtures for each supported provider.
CP2K-0184,integration-api-bindings,"Design non-subprocess integration contract related to ""feat(openai): responses API support for GitHub Copilot provider"" with Go bindings primary and API fallback.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#103,https://github.com/router-for-me/CLIProxyAPIPlus/pull/103,Refactor translation layer to isolate provider transform logic from transport concerns.
CP2K-0187,docs-quickstarts,"Create or refresh provider quickstart derived from ""feat(kiro): 实现动态工具压缩功能"" with setup/auth/model/sanity-check flow.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#95,https://github.com/router-for-me/CLIProxyAPIPlus/pull/95,Harden edge-case parsing for stream and non-stream payload variants.
CP2K-0188,provider-model-registry,"Refactor internals touched by ""feat(config): add github-copilot support to oauth-model-mappings and oauth-excluded-models"" to reduce coupling and improve maintainability.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#93,https://github.com/router-for-me/CLIProxyAPIPlus/pull/93,Benchmark p50/p95 latency and memory; reject regressions in CI quality gate.
CP2K-0190,go-cli-extraction,"Port relevant thegent-managed behavior implied by ""v6.6.93"" into cliproxy Go CLI commands and interactive setup.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#91,https://github.com/router-for-me/CLIProxyAPIPlus/pull/91,"Add contract tests for malformed payloads, missing fields, and legacy/new mixed parameters."
CP2K-0192,thinking-and-reasoning,"Harden ""feat(config): add configurable request-timeout for upstream provider requests"" with stricter validation, safer defaults, and explicit fallback semantics.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#85,https://github.com/router-for-me/CLIProxyAPIPlus/pull/85,Add failing-before/failing-after regression tests and update golden fixtures for each supported provider.
CP2K-0193,provider-model-registry,"Operationalize ""feat(kiro): add OAuth model name mappings support for Kiro"" with observability, runbook updates, and deployment safeguards.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#82,https://github.com/router-for-me/CLIProxyAPIPlus/pull/82,Improve error diagnostics and add actionable remediation text in CLI and docs.
CP2K-0196,provider-model-registry,"Extend docs for ""feat: Add provided_by field to /v1/models response"" with quickstart snippets and troubleshooting decision trees.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#74,https://github.com/router-for-me/CLIProxyAPIPlus/pull/74,Add staged rollout controls (feature flags) with safe defaults and migration notes.
CP2K-0203,dev-runtime-refresh,"Add process-compose/HMR refresh workflow linked to ""fix(openai): add index field to image response for LiteLLM compatibility"" for deterministic local runtime reload.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#63,https://github.com/router-for-me/CLIProxyAPIPlus/pull/63,Improve error diagnostics and add actionable remediation text in CLI and docs.
CP2K-0204,docs-quickstarts,"Create or refresh provider quickstart derived from ""v6.6.50"" with setup/auth/model/sanity-check flow.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#62,https://github.com/router-for-me/CLIProxyAPIPlus/pull/62,Refactor translation layer to isolate provider transform logic from transport concerns.
CP2K-0205,thinking-and-reasoning,"Improve CLI UX around ""fix(kiro): Handle tool results correctly in OpenAI format translation"" with clearer commands, flags, and immediate validation feedback.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#61,https://github.com/router-for-me/CLIProxyAPIPlus/pull/61,Instrument structured logs/metrics around request normalize->translate->dispatch lifecycle.
CP2K-0207,integration-api-bindings,"Design non-subprocess integration contract related to ""v6.6.50"" with Go bindings primary and API fallback.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#59,https://github.com/router-for-me/CLIProxyAPIPlus/pull/59,Harden edge-case parsing for stream and non-stream payload variants.
CP2K-0209,go-cli-extraction,"Port relevant thegent-managed behavior implied by ""feat: add AWS Identity Center (IDC) authentication support"" into cliproxy Go CLI commands and interactive setup.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#57,https://github.com/router-for-me/CLIProxyAPIPlus/pull/57,Expand quickstart and troubleshooting docs with copy-paste examples and expected outputs.
CP2K-0211,thinking-and-reasoning,"Follow up ""add missing Kiro config synthesis"" by closing compatibility gaps and locking in regression coverage.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#54,https://github.com/router-for-me/CLIProxyAPIPlus/pull/54,Implement compatibility-preserving normalization path with explicit fallback behavior and telemetry.
CP2K-0212,responses-and-chat-compat,"Harden ""docs: operations guide + config examples"" with stricter validation, safer defaults, and explicit fallback semantics.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#53,https://github.com/router-for-me/CLIProxyAPIPlus/pull/53,Add failing-before/failing-after regression tests and update golden fixtures for each supported provider.
CP2K-0213,thinking-and-reasoning,"Operationalize ""fix(auth): secure token persistence + git-repo warning"" with observability, runbook updates, and deployment safeguards.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#52,https://github.com/router-for-me/CLIProxyAPIPlus/pull/52,Improve error diagnostics and add actionable remediation text in CLI and docs.
CP2K-0214,responses-and-chat-compat,"Generalize ""fix(api): improve streaming bootstrap resilience"" into provider-agnostic translation/utilities to reduce duplicate logic.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#51,https://github.com/router-for-me/CLIProxyAPIPlus/pull/51,Refactor translation layer to isolate provider transform logic from transport concerns.
CP2K-0215,provider-model-registry,"Improve CLI UX around ""feat(routing): add fill-first credential selection strategy"" with clearer commands, flags, and immediate validation feedback.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#50,https://github.com/router-for-me/CLIProxyAPIPlus/pull/50,Instrument structured logs/metrics around request normalize->translate->dispatch lifecycle.
CP2K-0216,thinking-and-reasoning,"Extend docs for ""feat(oauth): harden provider flows + oauthhttp + oauth proxy override"" with quickstart snippets and troubleshooting decision trees.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#49,https://github.com/router-for-me/CLIProxyAPIPlus/pull/49,Add staged rollout controls (feature flags) with safe defaults and migration notes.
CP2K-0217,thinking-and-reasoning,"Add robust stream/non-stream parity tests for ""feat(kiro): 新增授权码登录流程，优化邮箱获取与官方 Thinking 模式解析 预支持"" across supported providers.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#42,https://github.com/router-for-me/CLIProxyAPIPlus/pull/42,Harden edge-case parsing for stream and non-stream payload variants.
CP2K-0221,docs-quickstarts,"Create or refresh provider quickstart derived from ""Add GPT-5.2 model support for GitHub Copilot"" with setup/auth/model/sanity-check flow.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#36,https://github.com/router-for-me/CLIProxyAPIPlus/pull/36,Implement compatibility-preserving normalization path with explicit fallback behavior and telemetry.
CP2K-0224,thinking-and-reasoning,"Generalize ""feat: enhance thinking mode support for Kiro translator"" into provider-agnostic translation/utilities to reduce duplicate logic.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#32,https://github.com/router-for-me/CLIProxyAPIPlus/pull/32,Refactor translation layer to isolate provider transform logic from transport concerns.
CP2K-0227,oauth-and-authentication,"Add robust stream/non-stream parity tests for ""fix(kiro): remove the extra quotation marks from the protocol handler"" across supported providers.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#28,https://github.com/router-for-me/CLIProxyAPIPlus/pull/28,Harden edge-case parsing for stream and non-stream payload variants.
CP2K-0228,go-cli-extraction,"Port relevant thegent-managed behavior implied by ""fix(kiro): Always parse thinking tags from Kiro API responses"" into cliproxy Go CLI commands and interactive setup.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#25,https://github.com/router-for-me/CLIProxyAPIPlus/pull/25,Benchmark p50/p95 latency and memory; reject regressions in CI quality gate.
CP2K-0229,responses-and-chat-compat,"Prepare safe rollout for ""feat(kiro): Major Refactoring + OpenAI Translator Implementation + Streaming Fixes"" via flags, migration docs, and backward-compat tests.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#24,https://github.com/router-for-me/CLIProxyAPIPlus/pull/24,Expand quickstart and troubleshooting docs with copy-paste examples and expected outputs.
CP2K-0230,integration-api-bindings,"Design non-subprocess integration contract related to ""v6.6.9"" with Go bindings primary and API fallback.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#23,https://github.com/router-for-me/CLIProxyAPIPlus/pull/23,"Add contract tests for malformed payloads, missing fields, and legacy/new mixed parameters."
CP2K-0231,thinking-and-reasoning,"Follow up ""feat(kiro): enhance thinking support and fix truncation issues"" by closing compatibility gaps and locking in regression coverage.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#22,https://github.com/router-for-me/CLIProxyAPIPlus/pull/22,Implement compatibility-preserving normalization path with explicit fallback behavior and telemetry.
CP2K-0232,dev-runtime-refresh,"Add process-compose/HMR refresh workflow linked to ""v6.6.6"" for deterministic local runtime reload.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#21,https://github.com/router-for-me/CLIProxyAPIPlus/pull/21,Add failing-before/failing-after regression tests and update golden fixtures for each supported provider.
CP2K-0233,thinking-and-reasoning,"Operationalize ""feat(kiro): 支持思考模型 (Thinking Mode) 并通过多配额故障转移增强稳定性"" with observability, runbook updates, and deployment safeguards.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#20,https://github.com/router-for-me/CLIProxyAPIPlus/pull/20,Improve error diagnostics and add actionable remediation text in CLI and docs.
CP2K-0235,thinking-and-reasoning,"Improve CLI UX around ""Kiro Executor Stability and API Compatibility Improvements"" with clearer commands, flags, and immediate validation feedback.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#18,https://github.com/router-for-me/CLIProxyAPIPlus/pull/18,Instrument structured logs/metrics around request normalize->translate->dispatch lifecycle.
CP2K-0238,docs-quickstarts,"Create or refresh provider quickstart derived from ""fix kiro cannot refresh the token"" with setup/auth/model/sanity-check flow.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#15,https://github.com/router-for-me/CLIProxyAPIPlus/pull/15,Benchmark p50/p95 latency and memory; reject regressions in CI quality gate.
CP2K-0242,thinking-and-reasoning,"Harden ""fix: handle unexpected 'content_block_start' event order (fixes #4)"" with stricter validation, safer defaults, and explicit fallback semantics.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#11,https://github.com/router-for-me/CLIProxyAPIPlus/pull/11,Add failing-before/failing-after regression tests and update golden fixtures for each supported provider.
CP2K-0246,oauth-and-authentication,"Extend docs for ""Feature/copilot oauth support"" with quickstart snippets and troubleshooting decision trees.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#6,https://github.com/router-for-me/CLIProxyAPIPlus/pull/6,Add staged rollout controls (feature flags) with safe defaults and migration notes.
CP2K-0247,go-cli-extraction,"Port relevant thegent-managed behavior implied by ""Sync"" into cliproxy Go CLI commands and interactive setup.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPIPlus,pr#5,https://github.com/router-for-me/CLIProxyAPIPlus/pull/5,Harden edge-case parsing for stream and non-stream payload variants.
