id,theme,title,priority,effort,source_kind,source_repo,source_ref,source_url,status,action
CPB-0204,docs-quickstarts,"Create/refresh provider quickstart derived from ""gpt-5.3-codex 请求400 显示不存在该模型"" including setup, auth, model select, and sanity-check commands.",P2,S,issue,router-for-me/CLIProxyAPI,issue#1442,https://github.com/router-for-me/CLIProxyAPI/issues/1442,proposed,Document behavior in provider quickstart and compatibility matrix with concrete request/response examples.
CPB-0205,responses-and-chat-compat,"Add DX polish around ""The requested model 'gpt-5.3-codex' does not exist."" through improved command ergonomics and faster feedback loops.",P1,S,issue,router-for-me/CLIProxyAPI,issue#1441,https://github.com/router-for-me/CLIProxyAPI/issues/1441,proposed,Refactor handler to isolate transformation logic from transport concerns and reduce side effects.
CPB-0206,install-and-ops,"Expand docs and examples for ""Feature request: Add support for claude opus 4.6"" with copy-paste quickstart and troubleshooting section.",P2,S,issue,router-for-me/CLIProxyAPI,issue#1439,https://github.com/router-for-me/CLIProxyAPI/issues/1439,proposed,"Introduce structured logs for input config, normalized config, and outbound payload diff (sensitive fields redacted)."
CPB-0207,integration-api-bindings,"Define non-subprocess integration path related to ""Feature request: Add support for perplexity"" (Go bindings surface + HTTP fallback contract + version negotiation).",P2,S,issue,router-for-me/CLIProxyAPI,issue#1438,https://github.com/router-for-me/CLIProxyAPI/issues/1438,proposed,Add config toggles for safe rollout and default them to preserve existing deployments.
CPB-0208,thinking-and-reasoning,"Refactor implementation behind ""iflow kimi-k2.5 无法正常统计消耗的token数，一直是0"" to reduce complexity and isolate transformation boundaries.",P2,S,issue,router-for-me/CLIProxyAPI,issue#1437,https://github.com/router-for-me/CLIProxyAPI/issues/1437,proposed,Benchmark latency and memory before/after; gate merge on no regression for p50/p95.
CPB-0209,go-cli-extraction,"Port relevant thegent-managed flow implied by ""[BUG] Invalid JSON payload with large requests (~290KB) - truncated body"" into first-class cliproxy Go CLI command(s) with interactive setup support.",P3,S,issue,router-for-me/CLIProxyAPI,issue#1433,https://github.com/router-for-me/CLIProxyAPI/issues/1433,proposed,"Add API contract tests covering malformed input, missing fields, and mixed legacy/new parameter names."
CPB-0210,general-polish,"Standardize metadata and naming conventions touched by ""希望支持国产模型如glm kimi minimax 的 proxy"" across both repos.",P2,S,issue,router-for-me/CLIProxyAPI,issue#1432,https://github.com/router-for-me/CLIProxyAPI/issues/1432,proposed,Create migration note and changelog entry with explicit compatibility guarantees and caveats.
CPB-0211,general-polish,"Follow up on ""关闭某个认证文件后没有持久化处理"" by closing compatibility gaps and preventing regressions in adjacent providers.",P2,S,issue,router-for-me/CLIProxyAPI,issue#1431,https://github.com/router-for-me/CLIProxyAPI/issues/1431,proposed,Implement normalized parameter ingestion with strict backward compatibility and explicit telemetry counters.
CPB-0212,responses-and-chat-compat,"Harden ""[v6.7.47] 接入智谱 Plan 计划后请求报错"" with clearer validation, safer defaults, and defensive fallbacks.",P1,S,issue,router-for-me/CLIProxyAPI,issue#1430,https://github.com/router-for-me/CLIProxyAPI/issues/1430,proposed,Add regression tests that fail before fix and pass after patch; include fixture updates for cross-provider mapping.
CPB-0213,general-polish,"Operationalize ""大佬能不能把使用统计数据持久化？"" with observability, alerting thresholds, and runbook updates.",P2,S,issue,router-for-me/CLIProxyAPI,issue#1427,https://github.com/router-for-me/CLIProxyAPI/issues/1427,proposed,Improve user-facing error messages and add deterministic remediation text with command examples.
CPB-0214,thinking-and-reasoning,"Convert ""[BUG] 使用 Google 官方 Python SDK时思考设置无法生效"" into a provider-agnostic pattern and codify in shared translation utilities.",P2,S,issue,router-for-me/CLIProxyAPI,issue#1426,https://github.com/router-for-me/CLIProxyAPI/issues/1426,proposed,Document behavior in provider quickstart and compatibility matrix with concrete request/response examples.
CPB-0215,thinking-and-reasoning,"Add DX polish around ""bug: Claude → Gemini translation fails due to unsupported JSON Schema fields ($id, patternProperties)"" through improved command ergonomics and faster feedback loops.",P1,S,issue,router-for-me/CLIProxyAPI,issue#1424,https://github.com/router-for-me/CLIProxyAPI/issues/1424,proposed,Refactor handler to isolate transformation logic from transport concerns and reduce side effects.
CPB-0216,provider-model-registry,"Expand docs and examples for ""Add Container Tags / Project Scoping for Memory Organization"" with copy-paste quickstart and troubleshooting section.",P3,S,issue,router-for-me/CLIProxyAPI,issue#1420,https://github.com/router-for-me/CLIProxyAPI/issues/1420,proposed,"Introduce structured logs for input config, normalized config, and outbound payload diff (sensitive fields redacted)."
CPB-0217,error-handling-retries,"Add QA scenarios for ""Add LangChain/LangGraph Integration for Memory System"" including stream/non-stream parity and edge-case payloads.",P3,S,issue,router-for-me/CLIProxyAPI,issue#1419,https://github.com/router-for-me/CLIProxyAPI/issues/1419,proposed,Add config toggles for safe rollout and default them to preserve existing deployments.
CPB-0218,thinking-and-reasoning,"Refactor implementation behind ""Security Review: Apply Lessons from Supermemory Security Findings"" to reduce complexity and isolate transformation boundaries.",P1,S,issue,router-for-me/CLIProxyAPI,issue#1418,https://github.com/router-for-me/CLIProxyAPI/issues/1418,proposed,Benchmark latency and memory before/after; gate merge on no regression for p50/p95.
CPB-0219,install-and-ops,"Ensure rollout safety for ""Add Webhook Support for Document Lifecycle Events"" via feature flags, staged defaults, and migration notes.",P3,S,issue,router-for-me/CLIProxyAPI,issue#1417,https://github.com/router-for-me/CLIProxyAPI/issues/1417,proposed,"Add API contract tests covering malformed input, missing fields, and mixed legacy/new parameter names."
CPB-0220,general-polish,"Standardize metadata and naming conventions touched by ""Create OpenAI-Compatible Memory Tools Wrapper"" across both repos.",P2,S,issue,router-for-me/CLIProxyAPI,issue#1416,https://github.com/router-for-me/CLIProxyAPI/issues/1416,proposed,Create migration note and changelog entry with explicit compatibility guarantees and caveats.
CPB-0221,docs-quickstarts,"Create/refresh provider quickstart derived from ""Add Google Drive Connector for Memory Ingestion"" including setup, auth, model select, and sanity-check commands.",P3,S,issue,router-for-me/CLIProxyAPI,issue#1415,https://github.com/router-for-me/CLIProxyAPI/issues/1415,proposed,Implement normalized parameter ingestion with strict backward compatibility and explicit telemetry counters.
CPB-0222,provider-model-registry,"Harden ""Add Document Processor for PDF and URL Content Extraction"" with clearer validation, safer defaults, and defensive fallbacks.",P2,S,issue,router-for-me/CLIProxyAPI,issue#1414,https://github.com/router-for-me/CLIProxyAPI/issues/1414,proposed,Add regression tests that fail before fix and pass after patch; include fixture updates for cross-provider mapping.
CPB-0223,error-handling-retries,"Operationalize ""Add Notion Connector for Memory Ingestion"" with observability, alerting thresholds, and runbook updates.",P2,S,issue,router-for-me/CLIProxyAPI,issue#1413,https://github.com/router-for-me/CLIProxyAPI/issues/1413,proposed,Improve user-facing error messages and add deterministic remediation text with command examples.
CPB-0224,error-handling-retries,"Convert ""Add Strict Schema Mode for OpenAI Function Calling"" into a provider-agnostic pattern and codify in shared translation utilities.",P3,S,issue,router-for-me/CLIProxyAPI,issue#1412,https://github.com/router-for-me/CLIProxyAPI/issues/1412,proposed,Document behavior in provider quickstart and compatibility matrix with concrete request/response examples.
CPB-0225,provider-model-registry,"Add DX polish around ""Add Conversation Tracking Support for Chat History"" through improved command ergonomics and faster feedback loops.",P3,S,issue,router-for-me/CLIProxyAPI,issue#1411,https://github.com/router-for-me/CLIProxyAPI/issues/1411,proposed,Refactor handler to isolate transformation logic from transport concerns and reduce side effects.
CPB-0226,thinking-and-reasoning,"Expand docs and examples for ""Implement MCP Server for Memory Operations"" with copy-paste quickstart and troubleshooting section.",P1,S,issue,router-for-me/CLIProxyAPI,issue#1410,https://github.com/router-for-me/CLIProxyAPI/issues/1410,proposed,"Introduce structured logs for input config, normalized config, and outbound payload diff (sensitive fields redacted)."
CPB-0227,responses-and-chat-compat,"Add QA scenarios for ""■ stream disconnected before completion: stream closed before response.completed"" including stream/non-stream parity and edge-case payloads.",P1,S,issue,router-for-me/CLIProxyAPI,issue#1407,https://github.com/router-for-me/CLIProxyAPI/issues/1407,proposed,Add config toggles for safe rollout and default them to preserve existing deployments.
CPB-0228,go-cli-extraction,"Port relevant thegent-managed flow implied by ""Bug: /v1/responses returns 400 ""Input must be a list"" when input is string (regression 6.7.42, Droid auto-compress broken)"" into first-class cliproxy Go CLI command(s) with interactive setup support.",P1,S,issue,router-for-me/CLIProxyAPI,issue#1403,https://github.com/router-for-me/CLIProxyAPI/issues/1403,proposed,Benchmark latency and memory before/after; gate merge on no regression for p50/p95.
CPB-0229,thinking-and-reasoning,"Ensure rollout safety for ""Factory Droid CLI got 404"" via feature flags, staged defaults, and migration notes.",P2,S,issue,router-for-me/CLIProxyAPI,issue#1401,https://github.com/router-for-me/CLIProxyAPI/issues/1401,proposed,"Add API contract tests covering malformed input, missing fields, and mixed legacy/new parameter names."
CPB-0230,integration-api-bindings,"Define non-subprocess integration path related to ""反代反重力的 claude 在 opencode 中使用出现 unexpected EOF 错误"" (Go bindings surface + HTTP fallback contract + version negotiation).",P2,S,issue,router-for-me/CLIProxyAPI,issue#1400,https://github.com/router-for-me/CLIProxyAPI/issues/1400,proposed,Create migration note and changelog entry with explicit compatibility guarantees and caveats.
CPB-0231,oauth-and-authentication,"Follow up on ""Feature request: Cursor CLI support"" by closing compatibility gaps and preventing regressions in adjacent providers.",P3,S,issue,router-for-me/CLIProxyAPI,issue#1399,https://github.com/router-for-me/CLIProxyAPI/issues/1399,proposed,Implement normalized parameter ingestion with strict backward compatibility and explicit telemetry counters.
CPB-0232,dev-runtime-refresh,"Add process-compose/HMR refresh workflow tied to ""bug: Invalid signature in thinking block (API 400) on follow-up requests"" so local config and runtime can be reloaded deterministically.",P1,S,issue,router-for-me/CLIProxyAPI,issue#1398,https://github.com/router-for-me/CLIProxyAPI/issues/1398,proposed,Add regression tests that fail before fix and pass after patch; include fixture updates for cross-provider mapping.
CPB-0233,error-handling-retries,"Operationalize ""在 Visual Studio Code无法使用过工具"" with observability, alerting thresholds, and runbook updates.",P2,S,issue,router-for-me/CLIProxyAPI,issue#1405,https://github.com/router-for-me/CLIProxyAPI/issues/1405,proposed,Improve user-facing error messages and add deterministic remediation text with command examples.
CPB-0234,general-polish,"Convert ""Vertex AI global 区域端点 URL 格式错误，导致无法访问 Gemini 3 Preview 模型"" into a provider-agnostic pattern and codify in shared translation utilities.",P2,S,issue,router-for-me/CLIProxyAPI,issue#1395,https://github.com/router-for-me/CLIProxyAPI/issues/1395,proposed,Document behavior in provider quickstart and compatibility matrix with concrete request/response examples.
CPB-0235,responses-and-chat-compat,"Add DX polish around ""Session title generation fails for Claude models via Antigravity provider (OpenCode)"" through improved command ergonomics and faster feedback loops.",P1,S,issue,router-for-me/CLIProxyAPI,issue#1394,https://github.com/router-for-me/CLIProxyAPI/issues/1394,proposed,Refactor handler to isolate transformation logic from transport concerns and reduce side effects.
CPB-0236,provider-model-registry,"Expand docs and examples for ""反代反重力请求gemini-3-pro-image-preview接口报错"" with copy-paste quickstart and troubleshooting section.",P2,S,issue,router-for-me/CLIProxyAPI,issue#1393,https://github.com/router-for-me/CLIProxyAPI/issues/1393,proposed,"Introduce structured logs for input config, normalized config, and outbound payload diff (sensitive fields redacted)."
CPB-0237,responses-and-chat-compat,"Add QA scenarios for ""[Feature Request] Implement automatic account rotation on VALIDATION_REQUIRED errors"" including stream/non-stream parity and edge-case payloads.",P1,S,issue,router-for-me/CLIProxyAPI,issue#1392,https://github.com/router-for-me/CLIProxyAPI/issues/1392,proposed,Add config toggles for safe rollout and default them to preserve existing deployments.
CPB-0238,docs-quickstarts,"Create/refresh provider quickstart derived from ""[antigravity] 500 Internal error and 403 Verification Required for multiple accounts"" including setup, auth, model select, and sanity-check commands.",P3,S,issue,router-for-me/CLIProxyAPI,issue#1389,https://github.com/router-for-me/CLIProxyAPI/issues/1389,proposed,Benchmark latency and memory before/after; gate merge on no regression for p50/p95.
CPB-0239,general-polish,"Ensure rollout safety for ""Antigravity的配额管理,账号没有订阅资格了,还是在显示模型额度"" via feature flags, staged defaults, and migration notes.",P2,S,issue,router-for-me/CLIProxyAPI,issue#1388,https://github.com/router-for-me/CLIProxyAPI/issues/1388,proposed,"Add API contract tests covering malformed input, missing fields, and mixed legacy/new parameter names."
CPB-0240,general-polish,"Standardize metadata and naming conventions touched by ""大佬，可以加一个apikey的过期时间不"" across both repos.",P2,S,issue,router-for-me/CLIProxyAPI,issue#1387,https://github.com/router-for-me/CLIProxyAPI/issues/1387,proposed,Create migration note and changelog entry with explicit compatibility guarantees and caveats.
CPB-0241,responses-and-chat-compat,"Follow up on ""在codex运行报错"" by closing compatibility gaps and preventing regressions in adjacent providers.",P1,S,issue,router-for-me/CLIProxyAPI,issue#1406,https://github.com/router-for-me/CLIProxyAPI/issues/1406,proposed,Implement normalized parameter ingestion with strict backward compatibility and explicit telemetry counters.
CPB-0242,thinking-and-reasoning,"Harden ""[Feature request] Support nested object parameter mapping in payload config"" with clearer validation, safer defaults, and defensive fallbacks.",P1,S,issue,router-for-me/CLIProxyAPI,issue#1384,https://github.com/router-for-me/CLIProxyAPI/issues/1384,proposed,Add regression tests that fail before fix and pass after patch; include fixture updates for cross-provider mapping.
CPB-0243,oauth-and-authentication,"Operationalize ""Claude authentication failed in v6.7.41 (works in v6.7.25)"" with observability, alerting thresholds, and runbook updates.",P2,S,issue,router-for-me/CLIProxyAPI,issue#1383,https://github.com/router-for-me/CLIProxyAPI/issues/1383,proposed,Improve user-facing error messages and add deterministic remediation text with command examples.
CPB-0244,responses-and-chat-compat,"Convert ""Question: Does load balancing work with 2 Codex accounts for the Responses API?"" into a provider-agnostic pattern and codify in shared translation utilities.",P2,S,issue,router-for-me/CLIProxyAPI,issue#1382,https://github.com/router-for-me/CLIProxyAPI/issues/1382,proposed,Document behavior in provider quickstart and compatibility matrix with concrete request/response examples.
CPB-0245,oauth-and-authentication,"Add DX polish around ""登陆提示“登录失败: 访问被拒绝，权限不足”"" through improved command ergonomics and faster feedback loops.",P1,S,issue,router-for-me/CLIProxyAPI,issue#1381,https://github.com/router-for-me/CLIProxyAPI/issues/1381,proposed,Refactor handler to isolate transformation logic from transport concerns and reduce side effects.
CPB-0246,thinking-and-reasoning,"Expand docs and examples for ""Gemini 3 Flash includeThoughts参数不生效了"" with copy-paste quickstart and troubleshooting section.",P2,S,issue,router-for-me/CLIProxyAPI,issue#1378,https://github.com/router-for-me/CLIProxyAPI/issues/1378,proposed,"Introduce structured logs for input config, normalized config, and outbound payload diff (sensitive fields redacted)."
CPB-0247,go-cli-extraction,"Port relevant thegent-managed flow implied by ""antigravity无法登录"" into first-class cliproxy Go CLI command(s) with interactive setup support.",P1,S,issue,router-for-me/CLIProxyAPI,issue#1376,https://github.com/router-for-me/CLIProxyAPI/issues/1376,proposed,Add config toggles for safe rollout and default them to preserve existing deployments.
CPB-0248,responses-and-chat-compat,"Refactor implementation behind ""[Bug] Gemini 400 Error: ""defer_loading"" field in ToolSearch is not supported by Gemini API"" to reduce complexity and isolate transformation boundaries.",P3,S,issue,router-for-me/CLIProxyAPI,issue#1375,https://github.com/router-for-me/CLIProxyAPI/issues/1375,proposed,Benchmark latency and memory before/after; gate merge on no regression for p50/p95.
CPB-0249,responses-and-chat-compat,"Ensure rollout safety for ""API Error: 403"" via feature flags, staged defaults, and migration notes.",P1,S,issue,router-for-me/CLIProxyAPI,issue#1374,https://github.com/router-for-me/CLIProxyAPI/issues/1374,proposed,"Add API contract tests covering malformed input, missing fields, and mixed legacy/new parameter names."
CPB-0250,general-polish,"Standardize metadata and naming conventions touched by ""Feature Request: 有没有可能支持Trea中国版？"" across both repos.",P2,S,issue,router-for-me/CLIProxyAPI,issue#1373,https://github.com/router-for-me/CLIProxyAPI/issues/1373,proposed,Create migration note and changelog entry with explicit compatibility guarantees and caveats.
CPB-0251,responses-and-chat-compat,"Follow up on ""Bug: Auto-injected cache_control exceeds Anthropic API's 4-block limit"" by closing compatibility gaps and preventing regressions in adjacent providers.",P1,S,issue,router-for-me/CLIProxyAPI,issue#1372,https://github.com/router-for-me/CLIProxyAPI/issues/1372,proposed,Implement normalized parameter ingestion with strict backward compatibility and explicit telemetry counters.
CPB-0252,responses-and-chat-compat,"Harden ""Bad processing of Claude prompt caching that is already implemented by client app"" with clearer validation, safer defaults, and defensive fallbacks.",P1,S,issue,router-for-me/CLIProxyAPI,issue#1366,https://github.com/router-for-me/CLIProxyAPI/issues/1366,proposed,Add regression tests that fail before fix and pass after patch; include fixture updates for cross-provider mapping.
CPB-0253,integration-api-bindings,"Define non-subprocess integration path related to ""[Bug] OpenAI-compatible provider: message_start.usage always returns 0 tokens (kimi-for-coding)"" (Go bindings surface + HTTP fallback contract + version negotiation).",P1,S,issue,router-for-me/CLIProxyAPI,issue#1365,https://github.com/router-for-me/CLIProxyAPI/issues/1365,proposed,Improve user-facing error messages and add deterministic remediation text with command examples.
CPB-0254,oauth-and-authentication,"Convert ""iflow Cli官方针对terminal有Oauth 登录方式"" into a provider-agnostic pattern and codify in shared translation utilities.",P1,S,issue,router-for-me/CLIProxyAPI,issue#1364,https://github.com/router-for-me/CLIProxyAPI/issues/1364,proposed,Document behavior in provider quickstart and compatibility matrix with concrete request/response examples.
CPB-0255,docs-quickstarts,"Create/refresh provider quickstart derived from ""Kimi For Coding 好像被 ban 了"" including setup, auth, model select, and sanity-check commands.",P2,S,issue,router-for-me/CLIProxyAPI,issue#1327,https://github.com/router-for-me/CLIProxyAPI/issues/1327,proposed,Refactor handler to isolate transformation logic from transport concerns and reduce side effects.
CPB-0256,responses-and-chat-compat,"Expand docs and examples for ""“Error 404: Requested entity was not found"" for gemini 3 by gemini-cli"" with copy-paste quickstart and troubleshooting section.",P1,S,issue,router-for-me/CLIProxyAPI,issue#1325,https://github.com/router-for-me/CLIProxyAPI/issues/1325,proposed,"Introduce structured logs for input config, normalized config, and outbound payload diff (sensitive fields redacted)."
CPB-0257,websocket-and-streaming,"Add QA scenarios for ""nvidia openai接口连接失败"" including stream/non-stream parity and edge-case payloads.",P3,S,issue,router-for-me/CLIProxyAPI,issue#1324,https://github.com/router-for-me/CLIProxyAPI/issues/1324,proposed,Add config toggles for safe rollout and default them to preserve existing deployments.
CPB-0258,thinking-and-reasoning,"Refactor implementation behind ""Feature Request: Add generateImages endpoint support for Gemini API"" to reduce complexity and isolate transformation boundaries.",P1,S,issue,router-for-me/CLIProxyAPI,issue#1322,https://github.com/router-for-me/CLIProxyAPI/issues/1322,proposed,Benchmark latency and memory before/after; gate merge on no regression for p50/p95.
CPB-0259,oauth-and-authentication,"Ensure rollout safety for ""iFlow Error: LLM returned 200 OK but response body was empty (possible rate limit)"" via feature flags, staged defaults, and migration notes.",P1,S,issue,router-for-me/CLIProxyAPI,issue#1321,https://github.com/router-for-me/CLIProxyAPI/issues/1321,proposed,"Add API contract tests covering malformed input, missing fields, and mixed legacy/new parameter names."
CPB-0260,thinking-and-reasoning,"Standardize metadata and naming conventions touched by ""feat: add code_execution and url_context tool passthrough for Gemini"" across both repos.",P1,S,issue,router-for-me/CLIProxyAPI,issue#1318,https://github.com/router-for-me/CLIProxyAPI/issues/1318,proposed,Create migration note and changelog entry with explicit compatibility guarantees and caveats.
CPB-0261,dev-runtime-refresh,"Add process-compose/HMR refresh workflow tied to ""This version of Antigravity is no longer supported. Please update to receive the latest features!"" so local config and runtime can be reloaded deterministically.",P2,S,issue,router-for-me/CLIProxyAPI,issue#1316,https://github.com/router-for-me/CLIProxyAPI/issues/1316,proposed,Implement normalized parameter ingestion with strict backward compatibility and explicit telemetry counters.
CPB-0262,websocket-and-streaming,"Harden ""无法轮询请求反重力和gemini cli"" with clearer validation, safer defaults, and defensive fallbacks.",P2,S,issue,router-for-me/CLIProxyAPI,issue#1315,https://github.com/router-for-me/CLIProxyAPI/issues/1315,proposed,Add regression tests that fail before fix and pass after patch; include fixture updates for cross-provider mapping.
CPB-0263,thinking-and-reasoning,"Operationalize ""400 Bad Request when reasoning_effort=""xhigh"" with kimi k2.5 (OpenAI-compatible API)"" with observability, alerting thresholds, and runbook updates.",P1,S,issue,router-for-me/CLIProxyAPI,issue#1307,https://github.com/router-for-me/CLIProxyAPI/issues/1307,proposed,Improve user-facing error messages and add deterministic remediation text with command examples.
CPB-0264,thinking-and-reasoning,"Convert ""Claude Opus 4.5 returns ""Internal server error"" in response body via Anthropic OAuth (Sonnet works)"" into a provider-agnostic pattern and codify in shared translation utilities.",P1,S,issue,router-for-me/CLIProxyAPI,issue#1306,https://github.com/router-for-me/CLIProxyAPI/issues/1306,proposed,Document behavior in provider quickstart and compatibility matrix with concrete request/response examples.
CPB-0265,oauth-and-authentication,"Add DX polish around ""CLI Proxy API 版本: v6.7.28，OAuth 模型别名里的antigravity项目无法被删除。"" through improved command ergonomics and faster feedback loops.",P1,S,issue,router-for-me/CLIProxyAPI,issue#1305,https://github.com/router-for-me/CLIProxyAPI/issues/1305,proposed,Refactor handler to isolate transformation logic from transport concerns and reduce side effects.
CPB-0266,go-cli-extraction,"Port relevant thegent-managed flow implied by ""Feature Request: Add ""Sequential"" routing strategy to optimize account quota usage"" into first-class cliproxy Go CLI command(s) with interactive setup support.",P2,S,issue,router-for-me/CLIProxyAPI,issue#1304,https://github.com/router-for-me/CLIProxyAPI/issues/1304,proposed,"Introduce structured logs for input config, normalized config, and outbound payload diff (sensitive fields redacted)."
CPB-0267,thinking-and-reasoning,"Add QA scenarios for ""版本: v6.7.27 添加openai-compatibility的时候出现 malformed HTTP response 错误"" including stream/non-stream parity and edge-case payloads.",P1,S,issue,router-for-me/CLIProxyAPI,issue#1301,https://github.com/router-for-me/CLIProxyAPI/issues/1301,proposed,Add config toggles for safe rollout and default them to preserve existing deployments.
CPB-0268,responses-and-chat-compat,"Refactor implementation behind ""fix(logging): request and API response timestamps are inaccurate in error logs"" to reduce complexity and isolate transformation boundaries.",P1,S,issue,router-for-me/CLIProxyAPI,issue#1299,https://github.com/router-for-me/CLIProxyAPI/issues/1299,proposed,Benchmark latency and memory before/after; gate merge on no regression for p50/p95.
CPB-0269,thinking-and-reasoning,"Ensure rollout safety for ""cpaUsageMetadata leaks to Gemini API responses when using Antigravity backend"" via feature flags, staged defaults, and migration notes.",P1,S,issue,router-for-me/CLIProxyAPI,issue#1297,https://github.com/router-for-me/CLIProxyAPI/issues/1297,proposed,"Add API contract tests covering malformed input, missing fields, and mixed legacy/new parameter names."
CPB-0270,responses-and-chat-compat,"Standardize metadata and naming conventions touched by ""Gemini API error: empty text content causes 'required oneof field data must have one initialized field'"" across both repos.",P1,S,issue,router-for-me/CLIProxyAPI,issue#1293,https://github.com/router-for-me/CLIProxyAPI/issues/1293,proposed,Create migration note and changelog entry with explicit compatibility guarantees and caveats.
CPB-0271,responses-and-chat-compat,"Follow up on ""Gemini API error: empty text content causes 'required oneof field data must have one initialized field'"" by closing compatibility gaps and preventing regressions in adjacent providers.",P1,S,issue,router-for-me/CLIProxyAPI,issue#1292,https://github.com/router-for-me/CLIProxyAPI/issues/1292,proposed,Implement normalized parameter ingestion with strict backward compatibility and explicit telemetry counters.
CPB-0272,docs-quickstarts,"Create/refresh provider quickstart derived from ""gemini-3-pro-image-preview api 返回500 我看log中报500的都基本在1分钟左右"" including setup, auth, model select, and sanity-check commands.",P2,S,issue,router-for-me/CLIProxyAPI,issue#1291,https://github.com/router-for-me/CLIProxyAPI/issues/1291,proposed,Add regression tests that fail before fix and pass after patch; include fixture updates for cross-provider mapping.
CPB-0273,general-polish,"Operationalize ""希望代理设置 能为多个不同的认证文件分别配置不同的代理 URL"" with observability, alerting thresholds, and runbook updates.",P2,S,issue,router-for-me/CLIProxyAPI,issue#1290,https://github.com/router-for-me/CLIProxyAPI/issues/1290,proposed,Improve user-facing error messages and add deterministic remediation text with command examples.
CPB-0274,responses-and-chat-compat,"Convert ""Request takes over a minute to get sent with Antigravity"" into a provider-agnostic pattern and codify in shared translation utilities.",P1,S,issue,router-for-me/CLIProxyAPI,issue#1289,https://github.com/router-for-me/CLIProxyAPI/issues/1289,proposed,Document behavior in provider quickstart and compatibility matrix with concrete request/response examples.
CPB-0275,thinking-and-reasoning,"Add DX polish around ""Antigravity auth requires daily re-login - sessions expire unexpectedly"" through improved command ergonomics and faster feedback loops.",P1,S,issue,router-for-me/CLIProxyAPI,issue#1288,https://github.com/router-for-me/CLIProxyAPI/issues/1288,proposed,Refactor handler to isolate transformation logic from transport concerns and reduce side effects.
CPB-0276,integration-api-bindings,"Define non-subprocess integration path related to ""cpa长时间运行会oom"" (Go bindings surface + HTTP fallback contract + version negotiation).",P3,S,issue,router-for-me/CLIProxyAPI,issue#1287,https://github.com/router-for-me/CLIProxyAPI/issues/1287,proposed,"Introduce structured logs for input config, normalized config, and outbound payload diff (sensitive fields redacted)."
CPB-0277,thinking-and-reasoning,"Add QA scenarios for ""429 RESOURCE_EXHAUSTED for Claude Opus 4.5 Thinking with Google AI Pro Account"" including stream/non-stream parity and edge-case payloads.",P2,S,issue,router-for-me/CLIProxyAPI,issue#1284,https://github.com/router-for-me/CLIProxyAPI/issues/1284,proposed,Add config toggles for safe rollout and default them to preserve existing deployments.
CPB-0278,general-polish,"Refactor implementation behind ""[功能建议] 建议实现统计数据持久化，免去更新时的手动导出导入"" to reduce complexity and isolate transformation boundaries.",P2,S,issue,router-for-me/CLIProxyAPI,issue#1282,https://github.com/router-for-me/CLIProxyAPI/issues/1282,proposed,Benchmark latency and memory before/after; gate merge on no regression for p50/p95.
CPB-0279,websocket-and-streaming,"Ensure rollout safety for ""反重力的banana pro额度一直无法恢复"" via feature flags, staged defaults, and migration notes.",P2,S,issue,router-for-me/CLIProxyAPI,issue#1281,https://github.com/router-for-me/CLIProxyAPI/issues/1281,proposed,"Add API contract tests covering malformed input, missing fields, and mixed legacy/new parameter names."
CPB-0280,responses-and-chat-compat,"Standardize metadata and naming conventions touched by ""Support request: Kimi For Coding (Kimi Code / K2.5) behind CLIProxyAPI"" across both repos.",P1,S,issue,router-for-me/CLIProxyAPI,issue#1280,https://github.com/router-for-me/CLIProxyAPI/issues/1280,proposed,Create migration note and changelog entry with explicit compatibility guarantees and caveats.
CPB-0281,websocket-and-streaming,"Follow up on ""TPM/RPM过载，但是等待半小时后依旧不行"" by closing compatibility gaps and preventing regressions in adjacent providers.",P2,S,issue,router-for-me/CLIProxyAPI,issue#1278,https://github.com/router-for-me/CLIProxyAPI/issues/1278,proposed,Implement normalized parameter ingestion with strict backward compatibility and explicit telemetry counters.
CPB-0282,provider-model-registry,"Harden ""支持codex的 /personality"" with clearer validation, safer defaults, and defensive fallbacks.",P2,S,issue,router-for-me/CLIProxyAPI,issue#1273,https://github.com/router-for-me/CLIProxyAPI/issues/1273,proposed,Add regression tests that fail before fix and pass after patch; include fixture updates for cross-provider mapping.
CPB-0283,websocket-and-streaming,"Operationalize ""Antigravity 可用模型数为 0"" with observability, alerting thresholds, and runbook updates.",P2,S,issue,router-for-me/CLIProxyAPI,issue#1270,https://github.com/router-for-me/CLIProxyAPI/issues/1270,proposed,Improve user-facing error messages and add deterministic remediation text with command examples.
CPB-0284,provider-model-registry,"Convert ""Tool Error on Antigravity Gemini 3 Flash"" into a provider-agnostic pattern and codify in shared translation utilities.",P3,S,issue,router-for-me/CLIProxyAPI,issue#1269,https://github.com/router-for-me/CLIProxyAPI/issues/1269,proposed,Document behavior in provider quickstart and compatibility matrix with concrete request/response examples.
CPB-0285,go-cli-extraction,"Port relevant thegent-managed flow implied by ""[Improvement] Persist Management UI assets in a dedicated volume"" into first-class cliproxy Go CLI command(s) with interactive setup support.",P3,S,issue,router-for-me/CLIProxyAPI,issue#1268,https://github.com/router-for-me/CLIProxyAPI/issues/1268,proposed,Refactor handler to isolate transformation logic from transport concerns and reduce side effects.
